  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	  0.00,	  0.70,	 -0.35,	  0.00,	  0.00,	 -0.44,	  0.00,	  0.70,	 -0.35,	  0.00,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.56,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.52,	 -0.08,	  0.68,	 -0.25,	  0.10,	  0.00,	 -0.22,	 -0.04,	  0.61,	 -0.48,	  0.05,	  1.24,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.58,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.51,	 -0.09,	  0.68,	 -0.26,	  0.11,	  0.00,	 -0.20,	 -0.05,	  0.60,	 -0.48,	  0.06,	  1.21,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.61,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.50,	 -0.10,	  0.69,	 -0.27,	  0.13,	  0.00,	 -0.19,	 -0.06,	  0.59,	 -0.48,	  0.08,	  1.19,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.63,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.50,	 -0.11,	  0.69,	 -0.28,	  0.14,	  0.00,	 -0.18,	 -0.07,	  0.58,	 -0.49,	  0.09,	  1.16,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.65,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.49,	 -0.12,	  0.69,	 -0.28,	  0.15,	  0.00,	 -0.17,	 -0.08,	  0.57,	 -0.49,	  0.10,	  1.14,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.67,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.49,	 -0.13,	  0.69,	 -0.29,	  0.16,	  0.00,	 -0.16,	 -0.09,	  0.56,	 -0.49,	  0.11,	  1.12,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.69,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.48,	 -0.13,	  0.69,	 -0.30,	  0.17,	  0.00,	 -0.15,	 -0.09,	  0.55,	 -0.49,	  0.12,	  1.10,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.71,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.48,	 -0.14,	  0.69,	 -0.30,	  0.18,	  0.00,	 -0.14,	 -0.10,	  0.55,	 -0.49,	  0.12,	  1.09,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.72,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.47,	 -0.15,	  0.69,	 -0.31,	  0.18,	  0.00,	 -0.13,	 -0.10,	  0.54,	 -0.49,	  0.13,	  1.07,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.73,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.47,	 -0.15,	  0.69,	 -0.31,	  0.19,	  0.00,	 -0.13,	 -0.11,	  0.55,	 -0.50,	  0.13,	  1.06,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.74,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.47,	 -0.15,	  0.69,	 -0.32,	  0.19,	  0.00,	 -0.14,	 -0.11,	  0.57,	 -0.52,	  0.14,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.74,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.46,	 -0.16,	  0.69,	 -0.32,	  0.20,	  0.00,	 -0.16,	 -0.11,	  0.62,	 -0.54,	  0.14,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.75,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.46,	 -0.16,	  0.69,	 -0.32,	  0.20,	  0.00,	 -0.19,	 -0.12,	  0.67,	 -0.57,	  0.15,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.74,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.46,	 -0.16,	  0.69,	 -0.32,	  0.20,	  0.00,	 -0.23,	 -0.12,	  0.74,	 -0.60,	  0.15,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.74,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.46,	 -0.16,	  0.70,	 -0.33,	  0.20,	  0.00,	 -0.26,	 -0.12,	  0.80,	 -0.63,	  0.15,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.74,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.45,	 -0.16,	  0.70,	 -0.33,	  0.20,	  0.00,	 -0.30,	 -0.12,	  0.87,	 -0.65,	  0.15,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.73,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.45,	 -0.16,	  0.70,	 -0.33,	  0.20,	  0.00,	 -0.35,	 -0.12,	  0.93,	 -0.67,	  0.15,	  1.06,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.73,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.45,	 -0.16,	  0.70,	 -0.33,	  0.20,	  0.00,	 -0.39,	 -0.12,	  0.98,	 -0.68,	  0.15,	  1.07,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.72,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.45,	 -0.16,	  0.70,	 -0.33,	  0.20,	  0.00,	 -0.43,	 -0.12,	  1.02,	 -0.68,	  0.15,	  1.07,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.71,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.45,	 -0.16,	  0.70,	 -0.34,	  0.20,	  0.00,	 -0.46,	 -0.12,	  1.04,	 -0.67,	  0.15,	  1.08,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.70,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.45,	 -0.16,	  0.70,	 -0.34,	  0.20,	  0.00,	 -0.49,	 -0.12,	  1.06,	 -0.65,	  0.15,	  1.09,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.69,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.45,	 -0.16,	  0.70,	 -0.34,	  0.20,	  0.00,	 -0.52,	 -0.12,	  1.06,	 -0.63,	  0.15,	  1.10,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.68,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.15,	  0.70,	 -0.34,	  0.19,	  0.00,	 -0.53,	 -0.12,	  1.05,	 -0.60,	  0.14,	  1.12,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.66,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.15,	  0.70,	 -0.34,	  0.19,	  0.00,	 -0.54,	 -0.11,	  1.02,	 -0.57,	  0.14,	  1.13,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.65,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.15,	  0.70,	 -0.34,	  0.19,	  0.00,	 -0.54,	 -0.11,	  0.99,	 -0.54,	  0.14,	  1.14,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.64,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.14,	  0.70,	 -0.34,	  0.18,	  0.00,	 -0.54,	 -0.11,	  0.95,	 -0.50,	  0.13,	  1.16,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.62,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.14,	  0.70,	 -0.34,	  0.17,	  0.00,	 -0.52,	 -0.10,	  0.90,	 -0.47,	  0.13,	  1.17,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.61,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.13,	  0.70,	 -0.34,	  0.17,	  0.00,	 -0.51,	 -0.10,	  0.86,	 -0.43,	  0.12,	  1.18,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.59,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.13,	  0.70,	 -0.34,	  0.16,	  0.00,	 -0.49,	 -0.09,	  0.81,	 -0.41,	  0.12,	  1.20,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.58,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.12,	  0.70,	 -0.34,	  0.15,	  0.00,	 -0.48,	 -0.09,	  0.77,	 -0.38,	  0.11,	  1.21,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.56,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.11,	  0.70,	 -0.34,	  0.14,	  0.00,	 -0.46,	 -0.08,	  0.74,	 -0.37,	  0.10,	  1.23,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.55,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.11,	  0.70,	 -0.34,	  0.13,	  0.00,	 -0.45,	 -0.08,	  0.73,	 -0.36,	  0.10,	  1.24,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.53,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.10,	  0.70,	 -0.34,	  0.12,	  0.00,	 -0.45,	 -0.07,	  0.72,	 -0.36,	  0.09,	  1.26,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.52,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.09,	  0.70,	 -0.35,	  0.11,	  0.00,	 -0.45,	 -0.06,	  0.72,	 -0.36,	  0.08,	  1.27,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.50,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.08,	  0.70,	 -0.35,	  0.10,	  0.00,	 -0.45,	 -0.06,	  0.72,	 -0.36,	  0.07,	  1.29,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.49,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.08,	  0.70,	 -0.35,	  0.09,	  0.00,	 -0.45,	 -0.05,	  0.72,	 -0.36,	  0.06,	  1.30,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.48,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.07,	  0.70,	 -0.35,	  0.09,	  0.00,	 -0.45,	 -0.05,	  0.72,	 -0.36,	  0.06,	  1.31,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.47,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.06,	  0.70,	 -0.35,	  0.08,	  0.00,	 -0.45,	 -0.04,	  0.72,	 -0.36,	  0.05,	  1.33,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.45,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.06,	  0.70,	 -0.35,	  0.07,	  0.00,	 -0.45,	 -0.04,	  0.72,	 -0.36,	  0.05,	  1.34,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.44,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.05,	  0.70,	 -0.35,	  0.07,	  0.00,	 -0.45,	 -0.03,	  0.72,	 -0.36,	  0.04,	  1.35,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.43,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.05,	  0.70,	 -0.35,	  0.06,	  0.00,	 -0.45,	 -0.03,	  0.72,	 -0.36,	  0.04,	  1.36,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.42,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.05,	  0.70,	 -0.35,	  0.06,	  0.00,	 -0.45,	 -0.03,	  0.71,	 -0.36,	  0.03,	  1.37,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.42,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.04,	  0.70,	 -0.35,	  0.05,	  0.00,	 -0.45,	 -0.02,	  0.71,	 -0.36,	  0.03,	  1.38,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.41,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.04,	  0.70,	 -0.35,	  0.05,	  0.00,	 -0.44,	 -0.02,	  0.71,	 -0.36,	  0.03,	  1.38,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.03,	  0.70,	 -0.35,	  0.04,	  0.00,	 -0.44,	 -0.02,	  0.71,	 -0.35,	  0.02,	  1.39,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.03,	  0.70,	 -0.35,	  0.04,	  0.00,	 -0.44,	 -0.02,	  0.71,	 -0.35,	  0.02,	  1.39,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.03,	  0.70,	 -0.35,	  0.04,	  0.00,	 -0.44,	 -0.02,	  0.71,	 -0.35,	  0.02,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.03,	  0.70,	 -0.35,	  0.03,	  0.00,	 -0.44,	 -0.01,	  0.71,	 -0.35,	  0.02,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.02,	  0.70,	 -0.35,	  0.03,	  0.00,	 -0.44,	 -0.01,	  0.71,	 -0.35,	  0.02,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.02,	  0.70,	 -0.35,	  0.03,	  0.00,	 -0.44,	 -0.01,	  0.71,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.02,	  0.70,	 -0.35,	  0.02,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.02,	  0.70,	 -0.35,	  0.02,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.02,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.02,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  0.00,	 -0.44,	 -0.00,	  0.70,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.01,	  0.70,	 -0.35,	  0.01,	  0.00,	 -0.44,	 -0.00,	  0.70,	 -0.35,	  0.01,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.00,	  0.70,	 -0.35,	  0.01,	  0.00,	 -0.44,	 -0.00,	  0.70,	 -0.35,	  0.00,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.00,	  0.70,	 -0.35,	  0.00,	  0.00,	 -0.44,	 -0.00,	  0.70,	 -0.35,	  0.00,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.00,	  0.70,	 -0.35,	  0.00,	  0.00,	 -0.44,	 -0.00,	  0.70,	 -0.35,	  0.00,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.00,	  0.70,	 -0.35,	  0.00,	  0.00,	 -0.44,	 -0.00,	  0.70,	 -0.35,	  0.00,	  1.40,	 -0.35,	  1.40,	  1.57
